session_id,level,start_s,end_s,samples,gyro_msd_mean,accel_msd_mean,gyro_magnitude_mean
12,3,17,18,10,55.771058499999995,0.0336179645,22.4591
12,3,18,19,10,17.258156500000002,0.023571345559999998,15.7048
12,3,19,20,10,32.1481752,0.028049694500000007,22.762100000000004
12,3,20,21,10,19.418490690000002,0.066880097,24.3857
12,3,21,22,10,12.4287158,0.029726273999999997,24.4106
12,3,22,23,10,27.5633691,0.0633794691,23.335
12,3,23,24,10,30.405017799999996,0.0455687399,19.5397
12,3,24,25,10,29.0270875,0.035913225099999994,22.716299999999997
12,3,25,26,9,43.127008,0.060056629,26.394999999999996
12,3,26,27,10,43.67684,0.086909179,35.4536
12,3,27,28,10,34.3648387,0.081629401,29.369600000000002
12,3,28,29,10,22.63381196,0.023523272899999996,20.860599999999998
13,3,0,1,10,15.5817686,0.022523107300000005,18.0825
13,3,1,2,10,14.763986599999999,0.013066345499999998,17.5974
13,3,2,3,10,14.424327400000001,0.0206958568,16.8805
13,3,3,4,10,49.70543429999999,0.04699849469999999,30.5005
13,3,4,5,10,21.049710400000002,0.061552251999999995,32.5287
13,3,5,6,10,17.615386899999997,0.021785789799999997,23.8202
13,3,6,7,10,19.5647519,0.024231739000000002,20.0
13,3,7,8,10,20.811717399999996,0.026014082100000002,21.109199999999998
13,3,8,9,10,23.220058700000003,0.0376507026,24.396
13,3,9,10,10,12.435274799999998,0.048562831,27.227300000000003
13,3,10,11,10,12.574653300000001,0.018314054000000003,18.393
13,3,11,12,10,27.3045027,0.034153308199999996,25.137600000000003
13,3,12,13,9,15.68534277777778,0.056430631111111115,27.80933333333333
13,3,13,14,10,19.631614000000003,0.053326478,27.098399999999998
13,3,14,15,10,29.199393200000003,0.1036908902,28.8185
13,3,15,16,10,36.8680275,0.077843507,30.795000000000005
13,3,16,17,10,34.622687,0.067893087,28.926300000000005
13,3,17,18,10,25.0496263,0.098895227,25.3354
13,3,18,19,10,18.2373745,0.0483480604,26.7776
13,3,19,20,10,17.2630963,0.0472420807,19.792099999999998
13,3,20,21,10,18.8810659,0.0353586502,20.694
13,3,21,22,10,13.7804655,0.058478018,27.9075
13,3,22,23,10,25.8387679,0.07056661770000001,26.940199999999997
13,3,23,24,9,21.815340333333335,0.04287061666666667,23.24466666666667
13,3,24,25,10,18.681729999999998,0.045783522300000004,18.4959
13,3,25,26,10,25.835186,0.050672177,24.309600000000003
13,3,26,27,10,19.624796,0.04774540000000001,23.1648
13,3,27,28,10,30.365076799999997,0.04428327089999999,25.8308
13,3,28,29,10,18.491211,0.027520756299999997,20.7264
14,3,0,1,10,12.2917071,0.022446169,13.733
14,3,1,2,10,15.457038799999998,0.019077012900000002,18.9882
14,3,2,3,10,12.2987708,0.017483773299999998,15.128899999999998
14,3,3,4,10,6.2203389,0.014778170299999999,9.8401
14,3,4,5,10,8.4646727,0.014672395999999999,15.001900000000001
14,3,5,6,10,8.247036099999999,0.008950260168,16.593899999999998
14,3,6,7,10,8.8892668,0.020586853699999998,11.936
14,3,7,8,10,7.8366005,0.00629915581,12.2464
14,3,8,9,10,10.5859845,0.02116069958,12.128499999999999
14,3,9,10,10,13.0979297,0.022433339599999998,14.5887
14,3,10,11,10,15.882337099999997,0.020070763300000002,16.451600000000003
14,3,11,12,10,14.2606526,0.021878763899999994,16.386699999999998
14,3,12,13,10,9.0740836,0.012296986900000001,19.024499999999996
14,3,13,14,9,9.942566000000001,0.012163765422222222,14.065333333333335
14,3,14,15,10,14.3579179,0.0301718527,16.137900000000002
14,3,15,16,10,14.3964137,0.0214684362,14.548300000000001
14,3,16,17,10,10.669922699999999,0.017477368479999998,14.554100000000002
14,3,17,18,10,9.02877,0.024459323749999998,13.150199999999998
14,3,18,19,10,12.7836382,0.020993997199999996,15.584999999999997
14,3,19,20,10,7.795340899999999,0.01025176794,16.5237
14,3,20,21,10,8.7148283,0.0102485539,15.427900000000003
14,3,21,22,10,11.4919592,0.01123591116,16.671499999999998
14,3,22,23,10,13.410241199999998,0.029136414099999997,15.244900000000001
14,3,23,24,10,9.053205700000001,0.011392981399999998,13.5274
14,3,24,25,10,10.0054326,0.011989231530000002,12.475999999999999
14,3,25,26,10,12.706959199999998,0.019304601890000002,15.291900000000002
14,3,26,27,9,8.871659777777777,0.020334689111111113,12.179222222222222
14,3,27,28,10,9.9641803,0.0152750659,13.0422
14,3,28,29,10,10.6862334,0.024283012099999994,14.1881
15,3,0,1,10,11.161084900000002,0.014688440999999997,11.6153
15,3,1,2,10,11.8719069,0.022818036500000003,18.4498
15,3,2,3,10,7.9415425,0.010690949299999999,17.1639
15,3,3,4,10,9.323501799999999,0.011165392,14.854
15,3,4,5,10,7.1783794,0.00999210062,11.596599999999999
15,3,5,6,10,6.5736711,0.00856878341,11.6258
15,3,6,7,10,10.108380299999999,0.025921120400000004,14.870600000000001
15,3,7,8,10,7.913919899999999,0.012325844360000001,14.922200000000004
15,3,8,9,10,8.5460986,0.020272726999999997,14.843100000000002
15,3,9,10,10,9.2207191,0.0109185474,17.3024
15,3,10,11,10,8.852065999999999,0.01727539359,13.607800000000001
15,3,11,12,10,8.746024299999998,0.0107294077,16.3397
15,3,12,13,10,9.7998395,0.0087675206,12.636299999999999
15,3,13,14,10,10.558014600000002,0.015390455899999999,14.524700000000001
15,3,14,15,10,7.6071455,0.01058834277,11.510699999999998
15,3,15,16,9,8.051160777777778,0.013909074288888887,11.900777777777778
15,3,16,17,10,9.8649339,0.01706381,17.9257
15,3,17,18,10,15.3415573,0.024109907300000004,16.001600000000003
15,3,18,19,10,7.927910299999999,0.014563411299999999,12.4417
15,3,19,20,10,10.247446899999998,0.02081768245,13.325800000000001
15,3,20,21,10,10.3851813,0.0169195745,13.939599999999999
15,3,21,22,10,10.281364,0.011405807559999998,13.5502
15,3,22,23,10,10.172993700000001,0.016034820159999998,14.2032
15,3,23,24,10,7.584866700000001,0.00899512823,11.8
15,3,24,25,10,9.0656918,0.015605243605,12.490100000000002
15,3,25,26,10,8.531561299999998,0.015242997820000001,12.4999
15,3,26,27,10,8.389696,0.01699970107,12.4949
