record_id,session_id,timestamp_utc,activity,notes,sample_number,accel_x_mps2,accel_y_mps2,accel_z_mps2,accel_avg_mps2,gyro_x_dps,gyro_y_dps,gyro_z_dps,gyro_avg_dps,board_time_ms,accel_msd,gyro_msd,slope_window_samples,accel_avg_slope,accel_msd_slope,gyro_avg_slope,gyro_msd_slope,elapsed_s,accel_magnitude_g,gyro_magnitude_dps,abs_accel_avg_slope,abs_accel_msd_slope,accel_msd_mean_500ms,accel_msd_mean_1000ms,abs_gyro_avg_slope,abs_gyro_msd_slope,gyro_msd_mean_500ms,gyro_msd_mean_1000ms
2282,3,2026-09-24T03:33:33.992+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10022,2.354,1.491,9.326,4.39,1.967,-2.241,2.597,0.774,1005115,0.008334753,23.63979,5,-0.5524411,0.01557961,-6.299666,-1.453889,23.981,0.9925284700348864,3.954184998201273,0.5524411,0.01557961,0.025190210600000002,0.0159867156,6.299666,1.453889,13.674528800000001,10.337984100000002
2283,3,2026-09-24T03:33:34.092+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10023,2.314,1.51,9.414,4.413,-5.122,-0.315,-2.654,-2.697,1005215,0.003237727,27.1788,5,-0.3236189,-0.06148499,-21.59867,45.76047,24.081,1.0004558980909823,5.777354498384187,0.3236189,0.06148499,0.023010356,0.0161790556,21.59867,45.76047,15.0283288,12.493866
2284,3,2026-09-24T03:33:34.192+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10024,2.314,1.461,9.601,4.459,-9.284,-0.271,-6.978,-5.511,1005315,0.01237388,12.00705,5,-0.009806156,-0.07937281,-29.77167,41.22046,24.181,1.018023700807937,11.617167511919591,0.009806156,0.07937281,0.020657386,0.0169868826,29.77167,41.22046,14.323902800000003,13.5956972
2285,3,2026-09-24T03:33:34.292+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10025,2.226,1.51,9.738,4.491,-9.623,-0.675,-10.903,-7.067,1005415,0.009681136,5.22792,5,0.2843933,-0.07924428,-28.50467,-16.40751,24.281,1.030185028027187,14.55792440562871,0.2843933,0.07924428,0.016990067200000004,0.016925974200000003,28.50467,16.40751,15.133772400000002,13.927829400000002
2286,3,2026-09-24T03:33:34.391+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10026,2.128,1.549,9.758,4.478,-8.722,-1.556,-11.642,-7.307,1005515,0.003846818,0.7113612,5,0.2549725,-0.002532462,-20.532,-67.80775,24.381,1.030601448656266,14.629784140581158,0.2549725,0.002532462,0.0074948628,0.01597389,20.532,67.80775,13.75298424,12.993217520000002
2287,3,2026-09-24T03:33:34.490+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10027,2.04,1.598,9.728,4.455,-7.084,-1.149,-10.236,-6.156,1005615,0.003686523,1.60851,5,0.1046038,-0.007629474,-8.714333,-62.43627,24.481,1.0265721101096135,12.501158066355293,0.1046038,0.007629474,0.0065652168,0.0158777137,8.714333,62.43627,9.346728240000001,11.510628520000001
2288,3,2026-09-24T03:33:34.590+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10028,1.971,1.598,9.807,4.459,-4.91,-0.791,-6.119,-3.94,1005715,0.003622466,7.268044,5,-0.03595781,-0.02349745,4.052667,-13.09743,24.581,1.0329664537497703,7.885172287274388,0.03595781,0.02349745,0.0066421646,0.0148262603,4.052667,13.09743,5.3645770399999995,10.19645292
2289,3,2026-09-24T03:33:34.690+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10029,1.932,1.657,9.905,4.498,-1.18,-0.698,-1.474,-1.117,1005815,0.004872621,11.83252,5,-0.006537437,-0.009841383,15.266,19.76589,24.681,1.0428426775201523,2.0130275706010585,0.006537437,0.009841383,0.0051419128000000005,0.012899649400000001,15.266,19.76589,5.329671039999999,9.82678692
2290,3,2026-09-24T03:33:34.790+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10030,1.912,1.687,9.964,4.521,3.122,-2.571,5.999,2.183,1005915,0.001570779,25.95369,5,0.1274872,-0.003365979,24.019,60.70867,24.781,1.0487869688302687,7.234979336528889,0.1274872,0.003365979,0.0035198414000000003,0.010254954299999999,24.019,60.70867,9.47482504,12.30429872
2291,3,2026-09-24T03:33:34.890+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10031,2.03,1.549,9.875,4.485,7.469,-4.43,11.604,4.881,1006015,0.01349591,17.92277,5,0.1209488,0.0175671,28.198,51.31417,24.881,1.04009017270552,14.493573644895173,0.1209488,0.0175671,0.005449659799999999,0.006472261300000001,28.198,51.31417,12.917106799999999,13.33504552
2292,3,2026-09-24T03:33:34.990+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10032,2.197,1.461,9.709,4.455,10.046,-5.685,14.145,6.169,1006115,0.02112549,4.890878,5,-0.01961422,0.04362935,26.21567,1.335916,24.981,1.0259480867718394,18.257118228241826,0.01961422,0.04362935,0.0089374532,0.007751335,26.21567,1.335916,13.5735804,11.460154320000001
2293,3,2026-09-24T03:33:35.089+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10033,2.403,1.324,9.463,4.397,8.304,-5.663,13.321,5.321,1006215,0.04045559,1.238008,5,-0.2680492,0.09072065,16.86133,-42.25184,25.081,1.0046960866239663,16.68757100359426,0.2680492,0.09072065,0.016304078,0.0114731213,16.86133,42.25184,12.3675732,8.86607512
2294,3,2026-09-24T03:33:35.189+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10034,2.569,1.089,9.287,4.315,3.2,-2.952,6.21,2.153,1006315,0.03811548,27.98889,5,-0.5001392,0.1000491,0.3783336,-12.61437,25.181,0.9888305998556767,7.584088870787314,0.5001392,0.1000491,0.022952649800000002,0.0140472813,0.3783336,12.61437,15.5988472,10.46425912
2295,3,2026-09-24T03:33:35.289+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10035,2.579,1.226,9.365,4.39,-2.605,-0.744,-0.837,-1.395,1006415,0.008366816,29.41117,5,-0.3301558,0.006731791,-16.56867,46.0748,25.281,0.9983721752876739,2.8355122993914166,0.3301558,0.006731791,0.0243118572,0.0139158493,16.56867,46.0748,16.290343200000002,12.88258412
2296,3,2026-09-24T03:33:35.388+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10036,2.54,1.265,9.561,4.455,-6.468,-0.05,-6.21,-4.243,1006515,0.01384849,14.75784,5,-0.006537437,-0.04664279,-27.53867,47.90709,25.381,1.016982492987318,8.966695266373225,0.006537437,0.04664279,0.024382373199999998,0.014916016499999999,27.53867,47.90709,15.657357199999998,14.287232
2297,3,2026-09-24T03:33:35.488+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10037,2.403,1.353,9.718,4.491,-7.056,1.047,-12.34,-6.116,1006615,0.01708624,13.04202,5,0.3301568,-0.07100569,-29.26933,10.37698,25.481,1.030087731821476,14.253383633369307,0.3301568,0.07100569,0.0235745232,0.016255988199999998,29.26933,10.37698,17.2875856,15.430582999999999
2298,3,2026-09-24T03:33:35.588+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10038,2.256,1.53,9.797,4.527,-7.112,0.26,-13.892,-6.915,1006715,0.01965086,1.010403,5,0.5262895,-0.02820981,-22.85567,-70.32611,25.581,1.0369648795662707,15.60883749675164,0.5262895,0.02820981,0.019413577199999997,0.017858827599999995,22.85567,70.32611,17.2420646,14.8048189
2299,3,2026-09-24T03:33:35.687+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10039,2.157,1.51,9.797,4.488,-6.104,-0.505,-11.854,-6.154,1006815,0.003333911,1.918244,5,0.2680483,-0.004263436,-12.19,-68.73329,25.681,1.0344665807758873,13.342831670975993,0.2680483,0.004263436,0.012457263399999998,0.017704956599999995,12.19,68.73329,12.0279354,13.813391299999997
2300,3,2026-09-24T03:33:35.787+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10040,2.089,1.51,9.767,4.455,-4.56,-0.326,-9.205,-4.697,1006915,0.001859288,3.144393,5,-0.003267765,-0.03773073,-0.9466667,-34.35068,25.781,1.0300562769066226,10.27773812665024,0.003267765,0.03773073,0.0111557578,0.017733807499999997,0.9466667,34.35068,6.77458,11.532461600000001
2301,3,2026-09-24T03:33:35.887+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10041,2.069,1.53,9.758,4.452,-2.912,0.21,-5.468,-2.723,1007015,0.0002885164,5.656123,5,-0.1503682,-0.05138702,9.003667,-12.6378,25.881,1.0290559770293506,6.1986182331226045,0.1503682,0.05138702,0.00844376308,0.016413068139999997,9.003667,12.6378,4.9542366,10.305796899999999
2302,3,2026-09-24T03:33:35.986+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10042,2.03,1.54,9.875,4.482,-0.644,0.262,-0.478,-0.287,1007115,0.005161201,10.01554,5,-0.1274858,-0.03202472,16.687,21.74816,25.981,1.0399511943737043,0.8437203328117677,0.1274858,0.03202472,0.0060587552800000005,0.014816639239999999,16.687,21.74816,4.348940600000001,10.8182631
2303,3,2026-09-24T03:33:36.086+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10043,2.01,1.432,10.003,4.482,2.842,-1.046,4.506,2.101,1007215,0.009424677,12.90111,5,0.01307535,0.01548345,20.92033,28.83687,26.081,1.050608289483874,5.42909900443895,0.01307535,0.01548345,0.00401351868,0.01171354794,20.92033,28.83687,6.7270819999999985,11.9845733
2304,3,2026-09-24T03:33:36.186+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10044,2.059,1.461,9.875,4.465,7.994,-2.114,8.769,4.883,1007315,0.006507515,15.28563,5,0.04903221,0.01843261,23.984,31.52746,26.181,1.0393586096276062,12.052733839258211,0.04903221,0.01843261,0.004648239479999999,0.008552751439999999,23.984,31.52746,9.4005592,10.7142473
2305,3,2026-09-24T03:33:36.285+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10045,2.197,1.383,9.718,4.433,9.023,-2.478,10.899,5.815,1007415,0.01654138,1.909412,5,-0.05557156,0.03385203,22.24567,-2.223331,26.281,1.0257099371597558,14.3646515446773,0.05557156,0.03385203,0.007584657880000001,0.00937020784,22.24567,2.223331,9.153563,7.9640715
2306,3,2026-09-24T03:33:36.385+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10046,2.344,1.265,9.591,4.4,7.642,-2.646,10.344,5.113,1007515,0.01724654,0.747803,5,-0.2124777,0.03128737,14.514,-29.52717,26.381,1.0150241149300987,13.130111042942477,0.2124777,0.03128737,0.0109762626,0.009710012839999999,14.514,29.52717,8.171899,6.563067800000001
2307,3,2026-09-24T03:33:36.485+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10047,2.461,1.177,9.522,4.387,4.436,-2.142,6.515,2.936,1007615,0.008783557,8.397898,5,-0.2549725,0.009456784,1.901667,-23.54424,26.481,1.010035646986291,8.167709899353673,0.2549725,0.009456784,0.011700733799999998,0.008879744540000001,1.901667,23.54424,7.8483706,6.098655599999999
2308,3,2026-09-24T03:33:36.584+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10048,2.501,1.206,9.532,4.413,0.789,-1.606,1.018,0.067,1007715,0.0008334738,14.60164,5,-0.1503682,-0.0191059,-12.51033,5.120496,26.581,1.0123910853251465,2.0586600010686564,0.1503682,0.0191059,0.00998249316,0.00699800592,12.51033,5.120496,8.188476600000001,7.4577793
2309,3,2026-09-24T03:33:36.684+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10049,2.481,1.265,9.591,4.446,-2.138,-0.452,-5.501,-2.697,1007815,0.002436313,17.46547,5,0.03922606,-0.04462319,-22.06967,44.96595,26.681,1.0184043556856655,5.919151037099831,0.03922606,0.04462319,0.009168252759999999,0.0069082461199999985,22.06967,44.96595,8.6244446,9.0125019
2310,3,2026-09-24T03:33:36.784+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10050,2.373,1.432,9.699,4.501,-4.123,-0.829,-8.973,-4.642,1007915,0.01702216,5.379045,5,0.2615099,-0.006796008,-25.14333,18.33005,26.781,1.0286119300361591,9.909646764643028,0.2615099,0.006796008,0.00926440876,0.00842453332,25.14333,18.33005,9.3183712,9.2359671
2311,3,2026-09-24T03:33:36.884+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10051,2.305,1.353,9.738,4.465,-5.139,-1.706,-10.842,-5.896,1008015,0.004135325,1.764849,5,0.2451658,0.006892217,-22.37267,-22.48869,26.881,1.0297229330696955,12.118940589011897,0.2451658,0.006892217,0.006642165760000001,0.00880921418,22.37267,22.48869,9.521780399999999,8.8468397
2312,3,2026-09-24T03:33:36.983+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10052,2.216,1.51,9.699,4.475,-4.519,-1.542,-9.969,-5.343,1008115,0.01131606,0.3911417,5,0.1438303,0.02266419,-14.01933,-44.12161,26.981,1.026127190915555,11.053510121223935,0.1438303,0.02266419,0.00714866636,0.009424700079999999,14.01933,44.12161,7.920429139999999,7.88439987
2313,3,2026-09-24T03:33:37.082+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10053,2.138,1.598,9.767,4.501,-2.969,-0.859,-5.989,-3.272,1008215,0.00621906,6.236463,5,0.08499193,0.001859399,-1.852333,-27.44591,27.081,1.0324793435306214,6.7395076229647515,0.08499193,0.001859399,0.0082257836,0.00910413838,1.852333,27.44591,6.24739374,7.217935170000001
2314,3,2026-09-24T03:33:37.182+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10054,2.099,1.726,10.081,4.635,1.728,-1.151,-0.151,0.142,1008315,0.03875655,18.74311,5,0.3040066,0.04555252,12.19067,31.19973,27.181,1.0646708381958538,2.0817266871517983,0.3040066,0.04555252,0.015489830999999999,0.012329041879999999,12.19067,31.19973,6.50292174,7.56368317
2315,3,2026-09-24T03:33:37.282+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10055,2.157,1.648,9.993,4.599,8.348,-2.718,2.844,2.825,1008415,0.005802266,18.41664,5,0.4282246,0.03077437,22.926,51.65554,27.281,1.0559288270605776,9.228486549808697,0.4282246,0.03077437,0.0132458522,0.01125513048,22.926,51.65554,9.11044074,9.21440597
2316,3,2026-09-24T03:33:37.383+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10056,2.187,1.834,9.767,4.596,12.613,-4.296,6.525,4.947,1008515,0.02881899,11.41002,5,0.3399639,0.03458907,26.67833,34.21794,27.381,1.037612301412047,14.836408258065696,0.3399639,0.03458907,0.0181825852,0.01241237548,26.67833,34.21794,11.03947494,10.280627670000001
2317,3,2026-09-24T03:33:37.482+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10057,2.314,1.716,9.561,4.531,11.629,-5.217,10.808,5.74,1008615,0.0241709,6.720194,5,0.01961231,0.02596612,22.83,-6.365619,27.481,1.0182466250039361,16.711181705672402,0.01961231,0.02596612,0.0207535532,0.013951109780000002,22.83,6.365619,12.3052854,10.112857270000003
2318,3,2026-09-24T03:33:37.581+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10058,2.53,1.451,9.346,4.442,8.476,-3.177,8.211,4.503,1008715,0.05440031,6.949138,5,-0.4543748,0.04965615,11.638,-35.28438,27.581,0.9983538183895164,12.221146672878122,0.4543748,0.04965615,0.0303898032,0.019307793400000002,11.638,35.28438,12.447820400000001,9.347607070000002
2319,3,2026-09-24T03:33:37.680+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10059,2.609,1.54,9.356,4.501,4.012,-1.07,3.375,2.106,1008815,0.004680295,15.91788,5,-0.3497701,0.02333738,-1.881999,-9.458397,27.681,1.0028182736950768,5.35085684727222,0.3497701,0.02333738,0.023574552199999998,0.019532191600000002,1.881999,9.458397,11.882774399999999,9.19284807
2320,3,2026-09-24T03:33:37.780+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10060,2.687,1.383,9.356,4.475,-1.646,-0.505,-1.073,-1.075,1008915,0.01025816,17.3723,5,-0.271317,-0.05661226,-15.67833,21.12223,27.781,1.0025806764589638,2.028711413681108,0.271317,0.05661226,0.024465730999999998,0.018855791599999998,15.67833,21.12223,11.673906399999998,10.39217357
2321,3,2026-09-24T03:33:37.881+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10061,2.618,1.491,9.473,4.527,-5.137,0.636,-7.209,-3.903,1009015,0.01006581,17.04649,5,0.02615118,-0.07235233,-24.86467,31.07575,27.881,1.0136550243543938,8.874849069139147,0.02615118,0.07235233,0.020715095,0.0194488401,24.86467,31.07575,12.801200399999999,11.92033767
2322,3,2026-09-24T03:33:37.980+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10062,2.481,1.638,9.66,4.593,-5.917,-0.328,-9.116,-5.12,1009115,0.02506837,1.724782,5,0.3268881,-0.05327837,-25.25633,-9.320106,27.981,1.0306400703834593,10.872898831498434,0.3268881,0.05327837,0.020894588999999998,0.0208240711,25.25633,9.320106,11.802117999999998,12.053701700000001
2323,3,2026-09-24T03:33:38.079+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10063,2.412,1.638,9.66,4.57,-4.735,-1.611,-9.129,-5.158,1009215,0.001570788,1.01446,5,0.254972,0.008591194,-18.57367,-45.45436,28.081,1.0289355381612162,10.409331726868926,0.254972,0.008591194,0.010328684599999999,0.0203592439,18.57367,45.45436,10.615182399999998,11.5315014
2324,3,2026-09-24T03:33:38.178+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10064,2.383,1.638,9.542,4.521,-4.058,-1.4,-8.526,-4.661,1009315,0.004904673,0.2888196,5,0.1340241,-0.019202,-8.428334,-50.19898,28.181,1.016711255134996,9.545681746213834,0.1340241,0.019202,0.010373560200000001,0.0169740562,8.428334,50.19898,7.489370319999999,9.68607236
2325,3,2026-09-24T03:33:38.278+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10065,2.295,1.726,9.561,4.527,-4.496,0.402,-6.744,-3.613,1009415,0.005321438,2.204857,5,-0.07191563,-0.02965244,1.040334,-31.11922,28.281,1.0179752030328675,8.115242202177333,0.07191563,0.02965244,0.0093862158,0.0169259734,1.040334,31.11922,4.45588172,8.064894059999999
2326,3,2026-09-24T03:33:38.379+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10066,2.226,1.804,9.699,4.576,-2.357,1.036,-3.15,-1.49,1009515,0.009905521,5.964704,5,-0.07518435,-0.02657505,8.805666,9.670241,28.381,1.0312759302814891,4.06832213572131,0.07518435,0.02657505,0.009354158,0.0150346265,8.805666,9.670241,2.23952452,7.520362459999999
2327,3,2026-09-24T03:33:38.479+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10067,2.187,1.893,9.777,4.619,3.429,1.267,0.822,1.839,1009615,0.005161183,16.43598,5,0.1536384,0.01218164,17.16633,36.51892,28.481,1.0396913043972922,3.7468672247625747,0.1536384,0.01218164,0.0053727206,0.0131336548,17.16633,36.51892,5.18176412,8.49194106
2328,3,2026-09-24T03:33:38.579+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10068,2.128,1.893,9.836,4.619,8.469,1.125,4.326,4.64,1009715,0.002308091,12.56659,5,0.2876625,-0.005353419,24.05467,38.78667,28.581,1.0441950234590547,9.576213343488124,0.2876625,0.005353419,0.0055201812,0.0079244329,24.05467,38.78667,7.492190119999999,9.053686260000001
2329,3,2026-09-24T03:33:38.678+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10069,2.157,1.883,9.758,4.599,10.499,-0.398,8.459,6.187,1009815,0.002372244,7.840704,5,0.186326,-0.01349582,25.729,17.87358,28.681,1.0369912366322143,13.48859095680494,0.186326,0.01349582,0.0050136954000000004,0.0076936278,25.729,17.87358,9.002567,8.24596866
2330,3,2026-09-24T03:33:38.777+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10070,2.256,1.775,9.591,4.54,9.886,-1.716,9.704,5.958,1009915,0.01634894,1.220973,5,-0.09152937,0.0100979,19.244,-18.08274,28.781,1.0208751858290148,13.958698649945847,0.09152937,0.0100979,0.0072191958,0.0083027058,19.244,18.08274,8.8057902,6.630835960000001
2331,3,2026-09-24T03:33:38.878+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10071,2.373,1.618,9.444,4.478,6.487,-1.514,7.103,4.025,1010015,0.02003547,6.119735,5,-0.3595777,0.04378943,5.69,-31.97811,28.881,1.006569869547402,9.737862907229697,0.3595777,0.04378943,0.0092451856,0.009299671800000001,5.69,31.97811,8.8367964,5.53816046
2332,3,2026-09-24T03:33:38.976+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10072,2.412,1.667,9.434,4.505,1.82,-0.75,2.474,1.181,1010115,0.001346385,14.59741,5,-0.349771,0.01573981,-9.078666,2.340662,28.981,1.0073897648253276,3.161578086968595,0.349771,0.01573981,0.008482225999999999,0.0069274733000000005,9.078666,2.340662,8.4690824,6.825423259999999
2333,3,2026-09-24T03:33:39.076+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10073,2.412,1.736,9.503,4.55,-2.45,-0.65,-1.312,-1.471,1010215,0.00314156,10.8589,5,-0.1340241,-0.01346392,-20.09133,19.41283,29.081,1.015314023074067,2.8541800924258447,0.1340241,0.01346392,0.0086489198,0.0070845505,20.09133,19.41283,8.1275444,7.80986726
2334,3,2026-09-24T03:33:39.177+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10074,2.383,1.726,9.601,4.57,-4.55,-1.572,-4.256,-3.459,1010315,0.003526235,4.642407,5,0.1307549,-0.04253932,-24.33067,11.58203,29.181,1.0239746601055562,6.42551320907521,0.1307549,0.04253932,0.008879718,0.006946706699999999,24.33067,11.58203,7.487885,8.245226
2335,3,2026-09-24T03:33:39.277+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10075,2.403,1.716,9.552,4.557,-5.67,-2.666,-7.269,-5.202,1010415,0.0009617005,3.843135,5,0.2222838,-0.03596769,-23.09467,-14.5082,29.281,1.0195110713283968,9.596604451575567,0.2222838,0.03596769,0.0058022701,0.006510732949999999,23.09467,14.5082,8.0123174,8.4090538
2336,3,2026-09-24T03:33:39.376+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10076,2.334,1.824,9.532,4.563,-4.777,-1.947,-8.181,-4.968,1010515,0.005577872,0.7153845,5,0.1242175,0.006283114,-16.03033,-34.77981,29.381,1.017846153785916,9.671571692336256,0.1242175,0.006283114,0.0029107505,0.006077968049999999,16.03033,34.77981,6.931447299999999,7.88412185
2337,3,2026-09-24T03:33:39.476+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10077,2.206,1.952,9.591,4.583,-3.6,-0.777,-6.135,-3.504,1010615,0.01198924,2.313448,5,0.05883932,0.019747,-5.575667,-21.01792,29.481,1.023096176242369,7.155554066597499,0.05883932,0.019747,0.005039321500000001,0.00676077375,5.575667,21.01792,4.4746549,6.47186865
2338,3,2026-09-24T03:33:39.575+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10078,2.187,1.912,9.581,4.56,-1.772,-0.005,-2.536,-1.438,1010715,0.0006731935,5.630123,5,0.006538391,0.005321456,5.741001,0.445746,29.581,1.0209099791963716,3.0937525757565036,0.006538391,0.005321456,0.0045456482,0.006597283999999999,5.741001,0.445746,3.428899500000001,5.778221950000001
2339,3,2026-09-24T03:33:39.676+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10079,2.099,1.932,9.718,4.583,1.418,1.273,-0.432,0.753,1010816,0.009007944,5.412067,5,0.04897417,0.01117667,15.41447,8.038676,29.682,1.0327764589093893,1.953938842441083,0.04897417,0.01117667,0.0056419899999999995,0.0072608540000000015,15.41447,8.038676,3.5828315,5.53535825
2340,3,2026-09-24T03:33:39.776+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10080,2.069,1.942,9.777,4.596,4.021,0.779,3.001,2.6,1010916,0.001474645,6.268378,5,0.06523443,-0.0111309,19.33783,14.15495,29.782,1.0381184534226464,5.077527252511796,0.06523443,0.0111309,0.0057445789,0.005773424500000001,19.33783,14.15495,4.067880100000001,6.04009875
2341,3,2026-09-24T03:33:39.876+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10081,2.128,1.853,9.669,4.55,5.168,-0.763,5.838,3.414,1011016,0.007629566,3.913981,5,-0.0291856,-0.007874083,17.82423,3.831004,29.882,1.0270904149968698,7.834068993824347,0.0291856,0.007874083,0.0061549177,0.004532834099999999,17.82423,3.831004,4.7075994,5.819523350000001
2342,3,2026-09-24T03:33:39.975+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,10082,2.177,1.775,9.542,4.498,3.946,-1.499,5.481,2.643,1011116,0.008270645,0.7208097,5,-0.1563063,0.01380856,10.809,-11.2839,29.982,1.014295873239798,6.918040040358252,0.1563063,0.01380856,0.0054111987,0.005225260099999999,10.809,11.2839,4.38907174,4.43186332
2343,4,2026-09-24T03:57:35.528+00:00,normal-walking-slower,Trial 2: normal activity on board like trial 1 but walking slower. grandma moving slowly,24439,3.05,-0.628,9.63,4.017,3.731,-2.124,2.063,1.223,2450877,0.0006731919,0.08376862,5,-0.006576828,-0.0006687749,1.159071,-2.961022,0.0,1.032050461900627,4.763161345157227,0.006576828,0.0006687749,,,1.159071,2.961022,,
2344,4,2026-09-24T03:57:35.628+00:00,normal-walking-slower,Trial 2: normal activity on board like trial 1 but walking slower. grandma moving slowly,24440,3.089,-0.608,9.552,4.011,3.48,-2.205,1.914,1.063,2450977,0.002692762,0.03058764,5,0.00646671,0.003069908,0.4863654,-2.714403,0.1,1.0255744243100553,4.5426667278152815,0.00646671,0.003069908,,,0.4863654,2.714403,,
2345,4,2026-09-24T03:57:35.727+00:00,normal-walking-slower,Trial 2: normal activity on board like trial 1 but walking slower. grandma moving slowly,24441,3.119,-0.608,9.522,4.011,2.487,-1.531,0.805,0.587,2451077,0.0005770203,0.8900687,5,0.02288246,0.0001602834,-1.047667,0.4986346,0.2,1.023615844985214,3.0293819501673935,0.02288246,0.0001602834,,,1.047667,0.4986346,,
2346,4,2026-09-24T03:57:35.828+00:00,normal-walking-slower,Trial 2: normal activity on board like trial 1 but walking slower. grandma moving slowly,24442,3.138,-0.598,9.561,4.034,1.672,-1.13,-0.533,0.003,2451178,0.0006731904,0.8717566,5,0.05879422,-0.0008666761,-2.614231,2.396233,0.301,1.0279294236603125,2.0872405227955877,0.05879422,0.0008666761,,,2.614231,2.396233,,
2347,4,2026-09-24T03:57:35.928+00:00,normal-walking-slower,Trial 2: normal activity on board like trial 1 but walking slower. grandma moving slowly,24443,3.148,-0.559,9.571,4.053,1.341,-0.62,-2.587,-0.622,2451278,0.0005770234,1.529526,5,0.0945955,-0.002206911,-4.737393,3.720704,0.401,1.0289862578959212,2.979135780725679,0.0945955,0.002206911,,,4.737393,3.720704,,
2348,4,2026-09-24T03:57:36.027+00:00,normal-walking-slower,Trial 2: normal activity on board like trial 1 but walking slower. grandma moving slowly,24444,3.138,-0.51,9.62,4.083,0.97,-1.025,-4.197,-1.417,2451378,0.001634894,0.9645888,5,0.1857584,-0.002111119,-6.150734,2.500367,0.501,1.0331468774847297,4.42790401883329,0.1857584,0.002111119,0.00123097802,,6.150734,2.500367,0.857305548,
