record_id,session_id,timestamp_utc,activity,notes,sample_number,accel_x_mps2,accel_y_mps2,accel_z_mps2,accel_avg_mps2,gyro_x_dps,gyro_y_dps,gyro_z_dps,gyro_avg_dps,board_time_ms,accel_msd,gyro_msd,slope_window_samples,accel_avg_slope,accel_msd_slope,gyro_avg_slope,gyro_msd_slope,elapsed_s,accel_magnitude_g,gyro_magnitude_dps,abs_accel_avg_slope,abs_accel_msd_slope,accel_msd_mean_500ms,accel_msd_mean_1000ms,abs_gyro_avg_slope,abs_gyro_msd_slope,gyro_msd_mean_500ms,gyro_msd_mean_1000ms
2043,3,2026-09-24T03:33:10.081+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9783,0.304,-1.02,9.767,3.017,-9.489,-37.213,0.033,-15.556,981134,0.06366482,7.480983,5,-0.6810913,-0.04369003,-32.02868,-361.8624,0.0,1.001852912412177,38.403770374795236,0.6810913,0.04369003,,,32.02868,361.8624,,
2044,3,2026-09-24T03:33:10.181+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9784,0.647,-1.245,9.679,3.027,-1.639,-28.224,3.244,-8.873,981234,0.05882427,50.91172,5,-0.04832086,-0.04913985,-16.9395,-554.7449,0.1,0.9972995296155799,28.457055944000956,0.04832086,0.04913985,,,16.9395,554.7449,,
2045,3,2026-09-24T03:33:10.280+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9785,0.814,-1.255,9.669,3.076,0.188,-24.038,3.203,-6.882,981334,0.009328521,6.954071,5,0.3675274,-0.2171085,19.21452,-513.4977,0.2,0.9976930838343876,24.25118547617827,0.3675274,0.2171085,,,19.21452,513.4977,,
2046,3,2026-09-24T03:33:10.380+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9786,0.981,-1.236,9.709,3.151,1.908,-22.088,-3.145,-7.775,981434,0.009905548,15.686,5,0.5090425,-0.1480341,27.82198,-69.84697,0.3,1.003033515989643,22.3922136690413,0.5090425,0.1480341,,,27.82198,69.84697,,
2047,3,2026-09-24T03:33:10.480+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9787,1.245,-1.324,9.826,3.249,-2.681,-23.268,-6.383,-10.777,981534,0.03058224,10.97866,5,0.5883987,-0.1150839,10.656,-28.23037,0.4,1.018967859265827,24.276125596972843,0.5883987,0.1150839,,,10.656,28.23037,,
2048,3,2026-09-24T03:33:10.579+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9788,1.697,-1.422,9.552,3.275,7.684,-15.841,-5.557,-4.571,981634,0.09617045,54.42528,5,0.6701217,0.09594608,4.708333,11.0517,0.5,0.9998555208539159,18.46243174665786,0.6701217,0.09594608,0.0409622058,,4.708333,11.0517,27.791146200000004,
2049,3,2026-09-24T03:33:10.679+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9789,2.01,-1.442,9.64,3.403,20.218,-6.403,-6.565,2.417,981734,0.03555096,82.39769,5,0.7779946,0.1387098,21.80167,189.6265,0.6,1.0148562072093963,22.200566614390723,0.7779946,0.1387098,0.0363075438,,21.80167,189.6265,34.0883402,
2050,3,2026-09-24T03:33:10.779+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9790,2.099,-1.275,9.522,3.449,20.466,-2.159,-15.161,1.049,981834,0.01647719,30.65475,5,0.748575,0.018112,30.84133,101.3565,0.7,1.0027492812541312,25.561188509144092,0.748575,0.018112,0.037737277599999994,,30.84133,101.3565,38.828476,
2051,3,2026-09-24T03:33:10.878+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9791,1.785,-0.765,9.64,3.553,18.114,3.14,-23.393,-0.713,981934,0.1241239,33.79237,5,0.7812626,0.10739,25.74867,21.85691,0.8,1.0027551919670343,29.752462839234,0.7812626,0.10739,0.060580948,,25.74867,21.85691,42.44975,
2052,3,2026-09-24T03:33:10.978+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9792,1.03,0.226,9.63,3.628,18.888,7.727,-24.334,0.76,982034,0.5171081,7.508376,5,0.8564467,0.9304483,7.533668,-142.4391,0.9,0.987856500908481,31.758567804609832,0.8564467,0.9304483,0.15788612,,7.533668,142.4391,41.7556932,
2053,3,2026-09-24T03:33:11.077+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9793,0.137,1.314,10.169,3.874,21.008,6.547,-7.768,6.596,982134,0.7574059,93.43971,5,1.121227,1.944341,8.069668,-1.062332,1.0,1.045663792942842,23.335404367612743,1.121227,1.944341,0.29013321,0.1655477079,8.069668,1.062332,49.5585792,38.67486269999999
2054,3,2026-09-24T03:33:11.177+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9794,0.0,1.677,10.434,4.037,25.258,3.142,9.924,12.775,982234,0.07353837,114.2211,5,1.497148,0.7474044,30.76067,226.7801,1.1,1.077626739038213,27.31894038940749,1.497148,0.7474044,0.297730692,0.1670191179,30.76067,226.7801,55.9232612,45.005800699999995
2055,3,2026-09-24T03:33:11.278+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9795,0.049,2.01,10.326,4.129,33.766,-0.111,27.848,20.501,982334,0.04173791,134.7459,5,1.559258,-0.6083417,54.44233,308.6199,1.2,1.0727335900571466,43.76832394552023,1.559258,0.6083417,0.30278283599999994,0.1702600568,54.44233,308.6199,76.7414912,57.7849836
2056,3,2026-09-24T03:33:11.377+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9796,0.481,2.03,9.797,4.102,35.019,-5.84,41.448,23.542,982434,0.1556678,73.11717,5,1.20295,-1.438549,59.46933,172.5238,1.3,1.021415021729982,54.57446898504831,1.20295,1.438549,0.309091616,0.18483628199999996,59.46933,172.5238,84.60645120000001,63.5281006
2057,3,2026-09-24T03:33:11.477+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9797,1.304,1.746,9.061,4.037,28.399,-8.58,45.016,21.612,982534,0.4334723,21.3542,5,0.3922663,-0.5657377,40.79967,-185.275,1.4,0.9503112454129796,53.91252041038334,0.3922663,0.5657377,0.292364456,0.225125288,40.79967,185.275,87.37561600000001,64.56565459999999
2058,3,2026-09-24T03:33:11.578+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9798,2.108,1.314,8.61,4.011,13.791,-6.89,30.734,12.545,982635,0.345444,140.0751,5,-0.143778,0.9331603,0.5924589,-61.00558,1.501,0.9137838514946117,34.38375396898948,0.143778,0.9331603,0.20997207600000004,0.25005264299999996,0.5924589,61.00558,96.702694,73.1306366
2059,3,2026-09-24T03:33:11.678+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9799,2.334,1.53,8.797,4.22,2.38,-0.04,12.218,4.853,982736,0.04404612,173.3252,5,0.09212102,0.1906928,-42.14699,144.2806,1.602,0.9411028549475817,12.447711596916118,0.09212102,0.1906928,0.204073626,0.250902159,42.14699,144.2806,108.523514,82.2233876
2060,3,2026-09-24T03:33:11.778+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9800,2.157,1.726,9.13,4.338,-6.702,2.297,-3.664,-2.69,982836,0.06026667,113.3941,5,0.6501327,-0.5781162,-68.82427,231.6581,1.702,0.9726864712756939,7.9760835627518345,0.6501327,0.5781162,0.207779378,0.25528110699999995,68.82427,231.6581,104.253154,90.4973226
2061,3,2026-09-24T03:33:11.877+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9801,1.726,2.001,9.503,4.41,-8.929,4.155,-14.98,-6.585,982936,0.1334845,45.48785,5,1.066735,-0.8823251,-71.29141,22.49459,1.802,1.0058046012797262,17.927394289187706,1.066735,0.8823251,0.20334271799999995,0.25621716699999997,71.29141,22.49459,98.72729,91.6668706
2062,3,2026-09-24T03:33:11.978+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9802,1.344,2.177,9.699,4.406,-15.289,1.191,-20.317,-11.472,983036,0.07196749,25.90615,5,0.9794002,-0.4578237,-59.36488,-355.1561,1.902,1.0228534690996467,25.45491094072026,0.9794002,0.4578237,0.131041756,0.211703106,59.36488,355.1561,99.63768,93.506648
2063,3,2026-09-24T03:33:12.078+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9803,0.971,2.314,9.915,4.4,-17.959,-0.279,-21.887,-13.375,983137,0.0680887,3.918233,5,0.4269634,0.05947279,-45.13166,-425.2822,2.003,1.042929242375894,28.31332355976599,0.4269634,0.05947279,0.07557069599999999,0.142771386,45.13166,425.2822,72.4063066,84.5545003
2064,3,2026-09-24T03:33:12.179+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9804,0.657,2.54,9.954,4.384,-14.606,0.928,-17.325,-10.334,983238,0.05029708,11.17043,5,0.08095635,-0.08509905,-21.93334,-244.5008,2.104,1.0496905650017119,22.67933078818685,0.08095635,0.08509905,0.076820888,0.140447257,21.93334,244.5008,39.975352599999994,74.24943329999999
2065,3,2026-09-24T03:33:12.279+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9805,0.343,2.756,10.12,4.406,-9.939,2.183,-5.346,-4.367,983339,0.05760604,55.61746,5,-0.02916008,-0.1718287,5.564726,5.658487,2.205,1.0701074368172907,11.49473470768247,0.02916008,0.1718287,0.07628876200000001,0.14203406999999998,5.564726,5.658487,28.420024599999998,66.3365893
2066,3,2026-09-24T03:33:12.379+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9806,0.186,2.756,10.287,4.41,-0.769,3.037,10.673,4.314,983439,0.01747092,113.8089,5,0.01291315,-0.1184118,40.22419,225.4401,2.305,1.0861413841144192,11.123293532043466,0.01291315,0.1184118,0.053086046,0.128214382,40.22419,225.4401,42.0842346,70.4057623
2067,3,2026-09-24T03:33:12.479+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9807,0.226,2.589,10.336,4.384,7.998,2.05,27.219,12.422,983539,0.01057877,117.2015,5,-0.006408726,-0.1470117,65.88451,327.5394,2.405,1.086784496914005,28.44370694898961,0.006408726,0.1470117,0.040808302,0.08592502900000001,65.88451,327.5394,60.343304599999996,79.9904923
2068,3,2026-09-24T03:33:12.580+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9808,0.52,2.246,10.15,4.305,12.596,-3.03,39.681,16.416,983640,0.0796933,67.41648,5,-0.1791369,0.01196317,69.9958,173.2492,2.506,1.0613742838222717,41.74232716320449,0.1791369,0.01196317,0.043129221999999995,0.059349958999999994,69.9958,173.2492,73.04295400000001,72.72463029999999
2069,3,2026-09-24T03:33:12.680+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9809,1.02,1.853,9.738,4.204,14.452,-5.58,42.378,17.083,983741,0.1912188,5.740346,5,-0.5079754,0.328633,54.68535,-146.0512,2.607,1.01615451255221,45.120855355367546,0.5079754,0.328633,0.07131356600000001,0.074067227,54.68535,146.0512,71.9569372,55.9661449
2070,3,2026-09-24T03:33:12.780+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9810,1.559,1.52,9.316,4.132,8.599,-5.987,34.723,12.445,983841,0.1933022,31.00742,5,-0.7312708,0.5294923,20.80114,-275.6874,2.707,0.9755691519515719,36.26945959068042,0.7312708,0.5294923,0.098452798,0.08737078000000001,20.80114,275.6874,67.0349292,47.7274769
2071,3,2026-09-24T03:33:12.880+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9811,1.893,1.275,9.169,4.112,1.041,-1.637,19.059,6.154,983941,0.06430601,107.1356,5,-0.7126395,0.2210717,-16.36794,-57.01614,2.807,0.9635084492861259,19.15747715645252,0.7126395,0.2210717,0.10781981600000001,0.080452931,16.36794,57.01614,65.7002692,53.892251900000005
2072,3,2026-09-24T03:33:12.979+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9812,1.922,1.304,9.385,4.204,-8.424,1.834,2.499,-1.364,984041,0.0160926,125.2892,5,-0.2941571,-0.2528087,-46.36453,216.2729,2.907,0.9858748240595078,8.976209277863346,0.2941571,0.2528087,0.108922582,0.074865442,46.36453,216.2729,67.3178092,63.83055689999999
2073,3,2026-09-24T03:33:13.079+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9813,1.775,1.353,9.699,4.276,-14.158,2.478,-11.548,-7.743,984141,0.04084025,76.87057,5,0.2157469,-0.4779668,-63.46067,236.5423,3.007,1.0148704029360827,18.43761785047081,0.2157469,0.4779668,0.101151972,0.072140597,63.46067,236.5423,69.2086272,71.1257906
2074,3,2026-09-24T03:33:13.179+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9814,1.54,1.255,9.826,4.207,-17.128,1.858,-22.556,-12.609,984241,0.02708804,43.46045,5,0.3138127,-0.3558941,-64.00433,-5.358949,3.107,1.0222465635684497,28.382982295734884,0.3138127,0.3558941,0.06832582000000001,0.06981969299999999,64.00433,5.358949,76.752648,74.35479260000001
2075,3,2026-09-24T03:33:13.279+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9815,1.255,1.432,9.924,4.204,-17.273,1.621,-29.429,-15.027,984341,0.04055184,15.77178,5,0.1863265,-0.0365129,-53.60767,-264.5564,3.207,1.0304252514531165,34.16211660597159,0.1863265,0.0365129,0.037775748000000005,0.06811427299999999,53.60767,264.5564,73.70551999999999,70.3702246
2076,3,2026-09-24T03:33:13.380+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9816,0.951,1.716,9.993,4.22,-13.987,1.74,-26.726,-12.991,984442,0.05933712,6.039391,5,-0.039089,0.08608117,-30.44741,-298.875,3.308,1.038455210329167,30.214944067464362,0.039089,0.08608117,0.03678197,0.072300893,30.44741,298.875,53.4862782,59.59327370000001
2077,3,2026-09-24T03:33:13.480+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9817,0.677,1.991,10.169,4.279,-8.915,1.987,-16.124,-7.684,984543,0.06065142,46.06286,5,0.02007964,0.07158883,-0.210162,-98.19893,3.409,1.0588905741910963,18.53129164413533,0.02007964,0.07158883,0.045693734,0.077308158,0.210162,98.19893,37.6410102,52.4794097
2078,3,2026-09-24T03:33:13.579+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9818,0.598,2.03,10.268,4.299,0.313,2.137,-1.575,0.292,984643,0.005770212,98.95063,5,0.2568172,-0.02228001,32.94939,140.4384,3.509,1.0690513748576034,2.6730811809595307,0.2568172,0.02228001,0.0386797264,0.0699158492,32.94939,140.4384,42.0570222,55.6328247
2079,3,2026-09-24T03:33:13.680+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9819,0.598,1.981,10.326,4.302,10.927,1.375,11.488,7.93,984743,0.001955503,94.62654,5,0.273387,-0.1298517,58.87164,249.3125,3.609,1.0738935480612253,15.914273404714399,0.273387,0.1298517,0.033653219,0.05098951950000001,58.87164,249.3125,52.29024019999999,64.5214441
2080,3,2026-09-24T03:33:13.780+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9820,0.735,1.912,10.287,4.312,18.52,-0.421,21.863,13.321,984844,0.008366847,56.17331,5,0.2052088,-0.1598641,67.95545,148.1447,3.71,1.0695765297137267,28.655861704021394,0.2052088,0.1598641,0.0272162204,0.0324959842,67.95545,148.1447,60.3705462,67.03803309999999
2081,3,2026-09-24T03:33:13.881+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9821,1.049,1.726,9.983,4.253,22.115,-2.73,27.387,15.591,984945,0.07520512,16.25669,5,-0.03932286,0.0320585,59.25224,-102.3485,3.811,1.0386087006307625,35.30685335738658,0.03932286,0.0320585,0.0303898204,0.03358589520000001,59.25224,102.3485,62.41400599999999,57.95014210000001
2082,3,2026-09-24T03:33:13.982+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9822,1.432,1.451,9.561,4.148,17.793,-3.867,23.602,12.509,985046,0.133164,11.43289,5,-0.3473283,0.3256931,31.80948,-251.4642,3.912,0.9968671117485113,29.809376746252177,0.3473283,0.3256931,0.044892336399999996,0.0452930352,31.80948,251.4642,55.488012000000005,46.56451109999999
2083,3,2026-09-24T03:33:14.082+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9823,1.775,1.196,9.218,4.063,8.357,-1.727,10.701,5.777,985147,0.1002094,86.68448,5,-0.6343582,0.3181237,-5.066667,-60.02427,4.013,0.9649800597546686,13.686978446684279,0.6343582,0.3181237,0.063780174,0.051229950200000006,5.066667,60.02427,53.03478199999999,47.545902100000006
2084,3,2026-09-24T03:33:14.182+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9824,1.804,1.265,9.238,4.102,-4.547,1.364,-6.026,-3.07,985247,0.001987522,151.9533,5,-0.6036595,0.0127807,-42.22289,259.5626,4.113,0.9684367063735265,7.671269842731384,0.6036595,0.0127807,0.0637865778,0.0487198984,42.22289,259.5626,64.500134,58.3951871
2085,3,2026-09-24T03:33:14.282+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9825,1.648,1.461,9.62,4.243,-12.09,2.615,-18.694,-9.39,985347,0.06978747,72.98003,5,-0.06639235,-0.1411494,-65.19404,253.0252,4.213,1.006345862134393,22.415886353209412,0.06639235,0.1411494,0.07607070240000001,0.0516434614,65.19404,253.0252,67.861478,64.1160121
2086,3,2026-09-24T03:33:14.383+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9826,1.393,1.491,9.807,4.23,-15.875,1.366,-26.218,-13.576,985448,0.03353149,24.1656,5,0.3413125,-0.2288479,-67.0597,11.7937,4.314,1.0214522246017574,30.6800440840622,0.3413125,0.2288479,0.0677359764,0.049062898400000006,67.0597,11.7937,69.44326,65.92863299999999
2087,3,2026-09-24T03:33:14.483+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9827,1.128,1.54,9.924,4.197,-15.073,1.602,-29.796,-14.422,985549,0.02878699,4.500326,5,0.3928228,-0.1106852,-50.61304,-290.9473,4.415,1.030517758236601,33.42997680226536,0.3928228,0.1106852,0.0468605744,0.0458764554,50.61304,290.9473,68.05674719999999,61.77237960000001
2088,3,2026-09-24T03:33:14.583+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9828,0.804,1.863,10.052,4.24,-12.267,1.744,-26.634,-12.386,985649,0.07523728,5.964012,5,0.2270039,0.1045626,-23.52491,-358.2893,4.515,1.0456934409314633,29.37500265531903,0.2270039,0.1045626,0.0418661504,0.05282316220000001,23.52491,358.2893,51.91265360000001,52.473717799999996
2089,3,2026-09-24T03:33:14.683+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9829,0.539,2.079,10.228,4.282,-7.17,1.238,-15.32,-7.084,985750,0.04927126,51.41402,5,0.08746312,0.0004550745,5.745874,-61.02707,4.616,1.0657119758236702,16.960069103632804,0.08746312,0.0004550745,0.05132289799999999,0.0575547379,5.745874,61.02707,31.8047976,48.1524658
2090,3,2026-09-24T03:33:14.783+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9830,0.441,2.069,10.356,4.289,3.25,1.226,-0.657,1.273,985850,0.008655395,107.86,5,0.201584,-0.02912289,36.83631,213.1286,4.716,1.0778259423671668,3.5351414398861043,0.201584,0.02912289,0.039096483,0.057583592700000005,36.83631,213.1286,38.7807916,53.321134799999996
2091,3,2026-09-24T03:33:14.883+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9831,0.481,2.03,10.375,4.295,12.57,-0.34,13.962,8.731,985950,0.001154043,101.01,5,0.24454,-0.1215051,59.77781,294.1254,4.816,1.079131929253456,18.789836188748428,0.24454,0.1215051,0.0326209936,0.050178484999999995,59.77781,294.1254,54.1496716,61.7964658
2092,3,2026-09-24T03:33:14.983+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9832,0.657,1.893,10.248,4.266,21.047,-2.32,25.994,14.907,986050,0.0220872,73.51632,5,0.06546137,-0.1542387,70.25316,184.5807,4.916,1.0647937144349173,33.52680487311608,0.06546137,0.1542387,0.0312810356,0.039070805,70.25316,184.5807,67.95287040000001,68.0048088
2093,3,2026-09-24T03:33:15.084+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9833,0.981,1.706,9.973,4.22,23.222,-4.487,30.765,16.5,986151,0.07161479,10.72965,5,-0.1470137,0.05829581,60.65524,-115.83,5.017,1.0365731346922937,38.8056655399698,0.1470137,0.05829581,0.0305565376,0.03621134399999999,60.65524,115.83,68.905998,60.4093258
2094,3,2026-09-24T03:33:15.184+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9834,1.412,1.569,9.542,4.174,20.584,-4.905,29.373,15.017,986252,0.1304071,3.023812,5,-0.3027482,0.3127474,35.03332,-298.5666,5.118,0.9965359959435751,36.201287408046696,0.3027482,0.3127474,0.0467837056,0.0490533018,35.03332,298.5666,59.227956400000004,45.516377
2095,3,2026-09-24T03:33:15.284+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9835,1.863,1.206,9.12,4.063,11.115,-4.431,20.839,9.174,986352,0.170991,54.23859,5,-0.5522983,0.4454126,0.9912724,-163.2425,5.218,0.9571198097784257,24.030000145651268,0.5522983,0.4454126,0.0792508266,0.05917365480000001,0.9912724,163.2425,48.5036744,43.642233000000004
2096,3,2026-09-24T03:33:15.383+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9836,2.04,1.118,9.012,4.057,-0.816,-1.17,5.234,1.083,986452,0.01686186,132.1663,5,-0.5724189,0.08934313,-34.74879,159.2755,5.318,0.9490905214761497,5.424897418384979,0.5724189,0.08934313,0.08239239000000001,0.057506691799999995,34.74879,159.2755,54.7349344,54.442303
2097,3,2026-09-24T03:33:15.483+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9837,1.883,1.265,9.326,4.158,-12.267,1.24,-9.094,-6.707,986552,0.04824557,114.075,5,-0.241785,-0.1594844,-60.20224,335.0117,5.418,0.9787161098375006,15.32050015502105,0.241785,0.1594844,0.087624064,0.0594525498,60.20224,335.0117,62.84667040000001,65.39977040000001
2098,3,2026-09-24T03:33:15.583+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9838,1.628,1.245,9.679,4.184,-19.175,1.647,-19.298,-12.275,986652,0.06334409,50.66924,5,0.1144114,-0.2568715,-70.46667,155.1273,5.518,1.0088670974680871,27.254468220825736,0.1144114,0.2568715,0.085969924,0.05826323079999999,70.46667,155.1273,70.8345884,69.87029320000002
2099,3,2026-09-24T03:33:15.683+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9839,1.383,1.216,9.826,4.142,-20.103,2.267,-27.423,-15.086,986752,0.02753685,22.4204,5,0.2843943,-0.2404261,-61.87934,-145.1334,5.618,1.0194185194599734,34.077717455839085,0.2843943,0.2404261,0.065395874,0.05608978979999999,61.87934,145.1334,74.713906,66.9709312
2100,3,2026-09-24T03:33:15.783+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9840,1.108,1.285,9.905,4.099,-19.242,2.26,-30.927,-15.97,986853,0.02875494,4.339795,5,0.06808683,0.002983528,-42.37594,-346.5227,5.719,1.0247407934572301,36.49440358465939,0.06808683,0.002983528,0.036948662,0.0580997443,42.37594,346.5227,64.73414700000001,56.6189107
2101,3,2026-09-24T03:33:15.883+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9841,0.745,1.52,10.052,4.106,-16.741,2.552,-27.797,-13.995,986953,0.06956324,5.379056,5,-0.189164,0.008031304,-18.20507,-262.8316,5.819,1.039451156676989,32.549147362104584,0.189164,0.008031304,0.047488938,0.06494066400000001,18.20507,262.8316,39.3766982,47.055816300000004
2102,3,2026-09-24T03:33:15.984+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9842,0.481,1.785,10.277,4.181,-10.368,2.106,-14.67,-7.644,987054,0.06369679,71.04406,5,-0.04209971,0.04253916,10.31744,23.7573,5.92,1.0647825475609063,18.08699975120252,0.04209971,0.04253916,0.050579182,0.069101623,10.31744,23.7573,30.7705102,46.808590300000006
2103,3,2026-09-24T03:33:16.083+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9843,0.402,1.824,10.483,4.236,0.536,1.614,0.985,1.045,987154,0.01670167,121.4061,5,0.2698392,0.01325469,40.37166,263.2865,6.02,1.085803232546201,1.965328725684332,0.2698392,0.01325469,0.041250698,0.063610311,40.37166,263.2865,44.917882199999994,57.876235300000005
2104,3,2026-09-24T03:33:16.183+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9844,0.392,1.804,10.621,4.272,13.282,-0.522,16.698,9.819,987254,0.006443394,137.9738,5,0.4759253,-0.09714317,66.41174,382.2603,6.12,1.099279243860428,21.34261492882257,0.4759253,0.09714317,0.0370320068,0.05121394040000001,66.41174,382.2603,68.02856220000001,71.37123410000001
2105,3,2026-09-24T03:33:16.284+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9845,0.588,1.687,10.366,4.214,21.686,-4.066,27.643,15.088,987355,0.03910922,67.66006,5,0.3059012,-0.1175234,75.31613,190.5861,6.221,1.0726215890818134,35.36877720532617,0.3059012,0.1175234,0.0391028628,0.038025762399999996,75.31613,190.5861,80.6926152,72.7133811
2106,3,2026-09-24T03:33:16.384+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9846,0.922,1.579,10.032,4.178,24.612,-7.022,34.084,17.225,987455,0.07799425,19.59529,5,-0.02965303,0.05105081,63.57876,-156.5009,6.321,1.039832322445056,42.623679850524404,0.02965303,0.05105081,0.0407890648,0.0441390014,63.57876,156.5009,83.53586199999998,61.4562801
2107,3,2026-09-24T03:33:16.485+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9847,1.275,1.471,9.679,4.142,23.919,-8.416,33.753,16.419,987556,0.08697016,0.8443489,5,-0.2831422,0.211064,37.94687,-357.8043,6.422,1.0067471122901965,42.21626020859735,0.2831422,0.211064,0.0454437388,0.0480114604,37.94687,357.8043,69.49591978,50.13321499
2108,3,2026-09-24T03:33:16.585+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9848,1.687,1.265,9.14,4.031,16.486,-7.134,28.569,12.64,987657,0.167657,27.92229,5,-0.5519945,0.3677661,6.909939,-284.7463,6.523,0.9565013849522441,33.747146738650365,0.5519945,0.3677661,0.0756348048,0.058442751400000006,6.909939,284.7463,50.79915778000001,47.858519990000005
2109,3,2026-09-24T03:33:16.685+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9849,1.991,1.069,8.875,3.978,4.664,-2.113,16.019,6.19,987758,0.06699864,107.4909,5,-0.6130942,0.1440944,-22.23051,87.68911,6.624,0.9338756100759998,16.817432205898733,0.6130942,0.1440944,0.087745854,0.0623889304,22.23051,87.68911,44.70257778,56.36556999
2110,3,2026-09-24T03:33:16.785+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9850,2.059,0.971,8.963,3.998,-9.137,3.472,0.534,-1.71,987858,0.00737305,153.815,5,-0.5192357,-0.1595226,-47.69466,371.9416,6.724,0.9429904783687497,9.789009602610472,0.5192357,0.1595226,0.08139862,0.060250741399999995,47.69466,371.9416,61.93356578,71.31309049
2111,3,2026-09-24T03:33:16.885+00:00,normal-walking,Trial 1: simulate walking and nomral everyday activity on board,9851,1.883,1.04,9.444,4.122,-17.842,5.684,-12.129,-8.096,987958,0.08892559,80.3405,5,-0.0727028,-0.1557194,-63.04894,283.9627,6.824,0.9876856959701984,22.310478726374296,0.0727028,0.1557194,0.083584888,0.0621869764,63.04894,283.9627,74.08260778,78.80923489
